Ngày,"Tên chiến dịch","Tên nhóm quảng cáo","Người tiếp cận","Lượt hiển thị","Số tiền đã chi tiêu (USD)","Người liên hệ qua nhắn tin mới","Lượt bắt đầu cuộc trò chuyện qua tin nhắn","Bình luận về bài viết","Lượt click vào liên kết","Bắt đầu báo cáo","Kết thúc báo cáo"
2023-06-11,"[ĐTPTDL] - SQL - new content","27/05 SQL",10510,11090,12.12,,1,,26,2022-08-04,2024-01-17
2023-06-11,"[ĐTPTDL] - Tương tác page 1 chút","09/06 - Tương tác",501,521,1.78,,,1,6,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2452,2851,10.73,3,3,,8,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4374,5355,16.28,2,3,,7,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Excel VBA","12/11 Excel",4761,5478,10.62,1,1,,9,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",4353,5168,10.69,6,6,1,18,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",8542,9271,10.65,3,3,1,37,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",7450,8046,10.67,1,1,1,33,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",5108,5819,10.71,3,4,,20,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",8169,8961,12.75,1,1,1,14,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",7152,8062,12.9,1,1,,17,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",7440,8387,10.64,2,2,,12,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",8340,9479,10.64,3,3,,17,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Python combo","05/05 Python combo",11380,12828,14.65,2,2,1,15,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - SQL - new content","27/05 SQL",8031,9378,12.76,1,1,,18,2022-08-04,2024-01-17
2023-06-10,"[ĐTPTDL] - Tương tác page 1 chút","09/06 - Tương tác",1327,1455,1.94,,,3,13,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2854,3332,12.09,,,,9,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4459,5533,18.17,4,4,1,9,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Excel VBA","12/11 Excel",4286,5033,12.21,2,3,,16,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",4272,4976,12.04,1,3,,20,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",7818,8655,11.95,1,1,1,26,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",6554,7311,12.06,1,1,,26,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",4578,5286,11.96,1,1,2,16,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",7342,8192,14.33,2,2,2,10,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",6812,7660,14.62,1,1,,10,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",7782,8693,11.99,1,1,,13,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",9370,10689,11.95,3,3,,20,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Python combo","05/05 Python combo",12076,13120,16.45,2,3,1,16,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - SQL - new content","27/05 SQL",6765,8313,14.53,2,2,,19,2022-08-04,2024-01-17
2023-06-09,"[ĐTPTDL] - Tương tác page 1 chút","09/06 - Tương tác",503,551,1.89,,,1,9,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - BA","BA 20/09",388,403,0.94,1,1,,1,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2369,2889,12.24,4,4,1,11,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4101,5117,18.02,3,3,,7,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Excel VBA","12/11 Excel",3255,3931,12,3,3,1,11,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3734,4427,12.01,3,4,1,20,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",6962,7602,12.08,4,4,2,39,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",5300,6043,12.08,2,2,,21,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",3794,4405,12.18,,,1,20,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",6278,7072,14.67,2,2,1,18,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",5932,6779,14.5,4,4,,9,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",6442,7205,12.13,2,2,2,7,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",6858,7882,11.99,1,1,1,9,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - Python combo","05/05 Python combo",9862,10573,16.57,6,6,,18,2022-08-04,2024-01-17
2023-06-08,"[ĐTPTDL] - SQL - new content","27/05 SQL",5716,7016,14.41,2,3,,21,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - BA","BA 20/09",5900,6524,13.66,,,,11,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",3240,3447,12.42,1,1,1,7,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",6288,6793,18.45,3,3,1,7,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Excel VBA","12/11 Excel",5974,6343,12.26,2,2,2,8,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",6034,6692,12.27,2,2,,24,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",8508,9001,12.19,3,3,2,38,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",5462,5745,12.23,1,1,1,21,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",4994,5488,12.36,2,2,1,30,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",7244,7614,14.72,3,3,1,11,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",7566,8070,14.65,2,2,1,12,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",9594,10190,12.3,3,3,,14,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",9964,10809,12.22,2,2,,24,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - Python combo","05/05 Python combo",14016,14795,16.8,2,2,,24,2022-08-04,2024-01-17
2023-06-07,"[ĐTPTDL] - SQL - new content","27/05 SQL",7040,7788,14.78,2,4,1,21,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - BA","BA 20/09",357,380,1.23,,,,1,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",231,252,1.13,1,1,,,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",299,320,1.29,1,1,,1,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",253,270,0.67,,,,,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",420,438,0.89,1,1,1,4,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",250,264,0.68,,,,2,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",237,247,0.84,,,,,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",546,565,1.12,,,,3,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",430,457,0.99,,,,,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",288,304,1.06,,,,,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",381,402,0.77,1,1,,1,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - Python combo","05/05 Python combo",552,570,1.01,1,1,,2,2022-08-04,2024-01-17
2023-06-06,"[ĐTPTDL] - SQL - new content","27/05 SQL",330,352,1.06,,,,,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - BA","BA 20/09",2513,3102,11.42,3,3,,11,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2141,2535,10.12,4,4,2,7,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",2932,3642,14.72,1,1,,5,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3169,3714,9.78,1,1,,11,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4723,5091,10,2,2,,29,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",3298,3559,9.86,,,,9,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",2459,2752,10.02,,,,14,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",4682,5133,12.26,6,7,,15,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",4514,5049,12.02,3,3,,14,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4988,5640,9.86,2,2,,7,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5228,6205,9.79,2,2,,15,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - Python combo","05/05 Python combo",8766,9375,13.53,3,3,1,16,2022-08-04,2024-01-17
2023-06-05,"[ĐTPTDL] - SQL - new content","27/05 SQL",3656,4457,11.64,1,1,,10,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - BA","BA 20/09",2368,2844,10.67,4,4,,10,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2391,2778,9.9,3,3,1,6,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",3314,4048,14.35,3,3,,4,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3427,4064,9.52,2,2,,14,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",5998,6525,9.4,2,2,1,33,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",3930,4203,9.71,1,1,,13,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",2660,2932,9.41,,1,,18,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",5648,6133,11.23,6,6,3,18,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",4979,5419,11.34,3,3,2,10,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4868,5407,9.48,,,,6,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",5504,6397,9.67,4,4,2,11,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - Python combo","05/05 Python combo",8806,9428,13.37,1,1,,14,2022-08-04,2024-01-17
2023-06-04,"[ĐTPTDL] - SQL - new content","27/05 SQL",4117,4991,11.4,,1,,13,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - BA","BA 20/09",3574,4286,11.44,3,3,1,9,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2591,3076,10.57,6,6,2,7,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4822,5766,15.61,3,3,1,12,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3932,4578,10.65,1,1,1,17,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",9564,10153,11.99,4,4,3,47,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",7792,8459,12,3,3,,26,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",5342,5738,10.57,2,2,,32,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",5934,6431,12.71,3,3,2,15,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",5634,6133,12.7,4,4,1,16,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",6404,7124,10.64,6,6,2,13,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",7654,8643,11.99,,,1,8,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - Python combo","05/05 Python combo",11537,12098,14.6,3,3,1,20,2022-08-04,2024-01-17
2023-06-03,"[ĐTPTDL] - SQL - new content","27/05 SQL",6486,7488,12.49,,1,,23,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - BA","BA 20/09",3876,4696,11.21,2,2,,4,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2684,3183,9.91,4,4,2,9,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4136,5064,14.79,1,1,,7,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3765,4327,9.66,3,4,,20,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",9640,10385,11.97,2,2,2,51,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",8502,9131,12.05,,,,28,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",5628,6133,9.73,,,1,30,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",6508,7230,11.9,5,5,1,17,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",5928,6415,11.94,6,6,1,18,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",5530,6117,9.96,2,2,1,12,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",8122,9433,11.89,4,4,,23,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - Python combo","05/05 Python combo",10144,10967,13.41,3,3,,21,2022-08-04,2024-01-17
2023-06-02,"[ĐTPTDL] - SQL - new content","27/05 SQL",4050,4896,12.1,3,3,1,11,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - BA","BA 20/09",3973,4852,10.52,,,,5,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2614,3022,9.98,3,3,2,8,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",3997,4841,14.46,1,1,1,9,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3681,4329,9.66,1,1,,16,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",12396,13079,12.01,1,1,,66,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",9718,10838,11.96,2,2,,30,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",6642,7314,9.68,3,3,,26,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",5164,5628,11.71,2,2,1,11,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",4734,5202,11.84,1,1,,12,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",6388,7193,9.65,4,4,1,21,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",12640,13195,12.07,1,1,,26,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - Python combo","05/05 Python combo",11108,11981,13.37,2,2,3,15,2022-08-04,2024-01-17
2023-06-01,"[ĐTPTDL] - SQL - new content","27/05 SQL",4819,5905,11.6,,1,,14,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - BA","BA 20/09",3465,4282,10.71,,,,9,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2544,2958,9.82,8,8,1,8,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4548,5559,14.45,1,1,1,10,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3813,4541,9.91,1,1,,19,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",8664,9151,12.07,3,3,,26,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",4443,5008,9.68,,,,15,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",5399,6004,11.6,7,7,1,12,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",4714,5242,11.51,3,3,,10,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",4502,5140,9.67,1,1,,7,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - Python combo","05/05 Python combo",8648,9413,13.23,3,3,2,8,2022-08-04,2024-01-17
2023-05-31,"[ĐTPTDL] - SQL - new content","27/05 SQL",3958,4969,11.92,2,2,,20,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - BA","BA 20/09",4516,5540,11.43,2,2,,8,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2338,2776,9.95,2,2,2,4,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4406,5377,15.37,6,6,2,9,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",4285,4909,10.22,2,3,,17,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - IT BA","[ĐTPTDL] IT BA",1911,2196,6.96,,,,1,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","14/04 Power BI_LKL",,,,1,1,,,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",3238,3727,10.31,1,2,1,19,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",4997,5546,12.12,1,1,,8,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",4623,5215,11.98,4,5,1,12,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",5052,5684,10.13,3,3,,8,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",4381,4971,7.18,,,,5,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - Python combo","05/05 Python combo",9326,10147,13.78,1,2,1,14,2022-08-04,2024-01-17
2023-05-30,"[ĐTPTDL] - SQL - new content","27/05 SQL",3220,4101,12.29,1,2,,19,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - BA","BA 20/09",4596,5629,11.43,4,4,,12,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2855,3354,10.48,3,3,,4,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",4463,5455,15.67,3,3,,10,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Excel VBA","12/11 Excel",3544,3991,7.78,,,,5,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Excel VBA","25/05 VBA Excel",3759,4367,10.5,2,2,,13,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - HỌC THỬ POWER BI","[ĐTPTDL] HỌC THỬ POWER BI",1939,2108,6.16,,,,5,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - IT BA","[ĐTPTDL] IT BA",2757,3225,10.25,2,2,,7,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","13/12 Power BI- Theo dõi",4870,5274,8.03,,,1,21,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI",3153,3450,7.99,,,,12,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Power BI - Ngày 09/08 bật lại","26/05 Power BI - Content mới",2778,3195,10.62,5,7,,21,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_05/05_Nỗi lo báo cáo_TGMKT [24-29]",5754,6308,12.47,1,1,,10,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Power BI - Nỗi lo báo cáo","[ĐTPTDL] Power BI_28/04_Nỗi lo báo cáo",5196,5832,12.74,4,4,4,14,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Python combo","04/11 Python Combo - HCM",7222,8154,10.47,3,3,,17,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Python combo","04/11 Python Combo - HN",7266,8543,10.3,3,4,,16,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - Python combo","05/05 Python combo",12112,12749,14.37,1,1,1,17,2022-08-04,2024-01-17
2023-05-29,"[ĐTPTDL] - SQL - new content","27/05 SQL",3709,4453,11.96,,,,9,2022-08-04,2024-01-17
2023-05-28,"[ĐTPTDL] - BA","BA 20/09",4162,5039,11.03,2,2,,10,2022-08-04,2024-01-17
2023-05-28,"[ĐTPTDL] - BI Track- 04/01","[ĐTPTDL] BI Track_TGDN",2031,2430,9.29,3,3,1,7,2022-08-04,2024-01-17
2023-05-28,"[ĐTPTDL] - DA with Python Track","[ĐTPTDL] DA for Python Track",3514,4392,14.64,2,2,,6,2022-08-04,2024-01-17
2023-05-28,"[ĐTPTDL] - Excel VBA","12/11 Excel",3667,4218,9.48,4,4,2,10,2022-08-04,2024-01-17
